F_BUS,T_BUS,BR_R,BR_X,BR_B,RATE_A,RATE_B,RATE_C,TAP,SHIFT,BR_STATUS,ANGMIN,ANGMAX,PF,QF,PT,QT,MU_SF,MU_ST,MU_ANGMIN,MU_ANGMAX
216,219,0.003,0.023,0.049,500,500,500,0,0,1,-180,180,22.7586215,25.9994751,-22.7219467,-31.0573162,0,0,0,0
217,218,0.002,0.014,0.03,500,500,500,0,0,1,-180,180,-110.827603,10.6618698,111.053419,-12.3868451,0,0,0,0
217,222,0.014,0.105,0.221,500,500,500,0,0,1,-180,180,-131.388535,13.467074,133.666615,-20.7333346,0,0,0,0
218,221,0.003,0.026,0.055,500,500,500,0,0,1,-180,180,-44.526712,2.34557653,44.581448,-7.93494686,0,0,0,0
218,221,0.003,0.026,0.055,500,500,500,0,0,1,-180,180,-44.526712,2.34557653,44.581448,-7.93494686,0,0,0,0
219,220,0.005,0.04,0.083,500,500,500,0,0,1,-180,180,-79.1390266,-2.97134191,79.4284577,-3.7283885,0,0,0,0
219,220,0.005,0.04,0.083,500,500,500,0,0,1,-180,180,-79.1390266,-2.97134191,79.4284577,-3.7283885,0,0,0,0
220,223,0.003,0.022,0.046,500,500,500,0,0,1,-180,180,-143.428458,-9.2716115,143.995919,8.39027864,0,0,0,0
220,223,0.003,0.022,0.046,500,500,500,0,0,1,-180,180,-143.428458,-9.2716115,143.995919,8.39027864,0,0,0,0
221,222,0.009,0.068,0.142,500,500,500,0,0,1,-180,180,-164.060473,22.6230952,166.333379,-21.1055275,0,0,0,0
301,302,0.003,0.014,0.461,175,175,175,0,0,1,-180,180,8.64243345,-27.2592725,-8.64030824,-23.5560449,0,0,0,0
301,303,0.055,0.211,0.057,175,175,175,0,0,1,-180,180,-39.8525358,35.5625859,41.3921766,-35.637581,0,0,0,0
301,305,0.022,0.085,0.023,175,175,175,0,0,1,-180,180,27.2101243,18.6714062,-26.9830472,-20.2779774,0,0,0,0
302,304,0.033,0.127,0.034,175,175,175,0,0,1,-180,180,11.1369188,30.4957706,-10.7861611,-32.7452257,0,0,0,0
302,306,0.05,0.192,0.052,175,175,175,0,0,1,-180,180,26.5033637,7.35550553,-26.1374145,-11.5197844,0,0,0,0
303,309,0.031,0.119,0.032,175,175,175,0,0,1,-180,180,26.1318963,-15.2756057,-25.8611798,13.0983157,0,0,0,0
303,324,0.002,0.084,0,400,400,400,1.015,0,1,-180,180,-247.524073,13.9131867,248.795147,39.4719407,0,0,0,0
304,309,0.027,0.104,0.028,175,175,175,0,0,1,-180,180,-63.2138389,17.7452257,64.3748002,-16.1136298,0,0,0,0
305,310,0.023,0.088,0.024,175,175,175,0,0,1,-180,180,-44.0169528,6.27797741,44.4507637,-7.16623288,0,0,0,0
306,310,0.014,0.061,2.459,175,175,175,0,0,1,-180,180,-109.862585,-120.4427,111.495284,-131.324053,0,0,0,0
307,308,0.016,0.061,0.017,175,175,175,0,0,1,-180,180,-15.0000072,12.9999634,15.0725043,-14.2699364,0,0,0,0
308,309,0.043,0.165,0.045,175,175,175,0,0,1,-180,180,-101.872533,1.22477329,106.815592,13.4279379,0,0,0,0
308,310,0.043,0.165,0.045,175,175,175,0,0,1,-180,180,-84.1999717,-21.9548369,87.7621569,31.1919397,0,0,0,0
309,311,0.002,0.084,0,400,400,400,1.03,0,1,-180,180,-143.491734,-35.0656255,143.94831,54.2418276,0,0,0,0
309,312,0.002,0.084,0,400,400,400,1.03,0,1,-180,180,-176.837478,-11.3469982,177.494534,38.9433303,0,0,0,0
310,311,0.002,0.084,0,400,400,400,1.015,0,1,-180,180,-202.576503,20.545957,203.377899,13.1126821,0,0,0,0
310,312,0.002,0.084,0,400,400,400,1.015,0,1,-180,180,-236.131701,46.7523893,237.251739,0.28920247,0,0,0,0
311,313,0.006,0.048,0.1,500,500,500,0,0,1,-180,180,-199.548042,-7.00551618,201.853146,14.9073847,0,0,0,0
311,314,0.005,0.042,0.088,500,500,500,0,0,1,-180,180,-147.778168,-60.3489935,148.981709,61.0469035,0,0,0,0
312,313,0.006,0.048,0.1,500,500,500,0,0,1,-180,180,-134.859845,-52.0973513,136.077788,51.459114,0,0,0,0
312,323,0.012,0.097,0.203,500,500,500,0,0,1,-180,180,-279.886428,12.8648185,289.302462,41.8558101,0,0,0,0
313,323,0.011,0.087,0.182,500,500,500,0,0,1,-180,180,-247.930941,29.6334338,254.402206,1.76736388,0,0,0,0
314,316,0.005,0.059,0.082,500,500,500,0,0,1,-180,180,-342.981709,66.581088,348.545966,-9.91996111,0,0,0,0
315,316,0.002,0.017,0.036,500,500,500,0,0,1,-180,180,35.6386587,-23.1503217,-35.6069972,19.499039,0,0,0,0
315,321,0.006,0.049,0.103,500,500,500,0,0,1,-180,180,-207.92727,13.0990133,210.334984,-4.70724014,0,0,0,0
315,321,0.006,0.049,0.103,500,500,500,0,0,1,-180,180,-207.92727,13.0990133,210.334984,-4.70724014,0,0,0,0
315,324,0.007,0.052,0.109,500,500,500,0,0,1,-180,180,253.215867,60.9506821,-248.795147,-39.4719407,0,0,0,0
316,317,0.003,0.026,0.055,500,500,500,0,0,1,-180,180,-286.694081,29.8896353,288.982045,-16.080784,0,0,0,0
316,319,0.003,0.023,0.049,500,500,500,0,0,1,-180,180,28.755109,20.5309664,-28.7175956,-25.5635321,0,0,0,0
317,318,0.002,0.014,0.03,500,500,500,0,0,1,-180,180,-150.013586,2.45470993,150.424088,-2.8808017,0,0,0,0
317,322,0.014,0.105,0.221,500,500,500,0,0,1,-180,180,-138.968459,13.6260741,141.517175,-18.8177952,0,0,0,0
318,321,0.003,0.026,0.055,500,500,500,0,0,1,-180,180,-50.1710216,3.06197769,50.2405254,-8.52336006,0,0,0,0
318,321,0.003,0.026,0.055,500,500,500,0,0,1,-180,180,-50.1710216,3.06197769,50.2405254,-8.52336006,0,0,0,0
319,320,0.005,0.04,0.083,500,500,500,0,0,1,-180,180,-76.1412022,-5.71823396,76.409779,-1.13301518,0,0,0,0
319,320,0.005,0.04,0.083,500,500,500,0,0,1,-180,180,-76.1412022,-5.71823396,76.409779,-1.13301518,0,0,0,0
320,323,0.003,0.022,0.046,500,500,500,0,0,1,-180,180,-140.409779,-11.8669848,140.955274,10.8266952,0,0,0,0
320,323,0.003,0.022,0.046,500,500,500,0,0,1,-180,180,-140.409779,-11.8669848,140.955274,10.8266952,0,0,0,0
321,322,0.009,0.068,0.142,500,500,500,0,0,1,-180,180,-166.151032,23.1261265,168.482812,-21.1637289,0,0,0,0
325,121,0.012,0.097,0.203,500,500,500,0,0,1,-180,180,-115.615229,8.44560159,117.114226,-18.6930257,0,0,0,0
318,223,0.013,0.104,0.218,500,500,500,0,0,1,-180,180,-28.0820515,-8.12204358,28.1768276,-15.1542443,0,0,0,0
323,325,0,0.009,0,722,722,722,1,0,1,-180,180,-115.615229,9.54421168,115.615229,-8.44560159,0,0,0,0
